cliente_id,tipo_cliente,data_cadastro,canal_aquisicao,campanha_origem_id,segmento_b2b,vendedor_id,municipio,uf,cep_prefixo
CLI001134,B2C,2026-02-27,social pago,SOC-202602,,,Niterói,RJ,69841
CLI001135,B2C,2025-09-12,CRM,,,,Piracicab,SP,57613
CLI001136,B2C,2025-03-06,indicação,,,,Campinas,SP,48873
CLI001137,B2C,2026-03-09,indicação,,,,Campinas,SP,11636
CLI001138,B2C,2025-04-14,busca paga,SEA-202504,,,Campinas,SP,17565
CLI001139,B2C,2025-08-24,CRM,,,,Recife Mun.,PE,95552
CLI001140,B2C,2025-11-13,social pago,SOC-202511,,,Limeira,SP,73200
CLI001141,B2C,2026-04-16,,SEA-202604,,,Uberaba,MG,67513
CLI001142,B2C,2025-12-06,orgânico,,,,Pelotas,RS,12719
CLI001143,B2C,2025-04-14,busca paga,SEA-202504,,,Campinas,SP,49422
CLI001144,B2C,2025-08-30,social pago,SOC-202508,,,São José dos Campos,SP,75189
CLI001145,B2C,2026-04-14,orgânico,,,,Pelotas,RS,03810
CLI001146,B2C,2025-05-27,busca paga,SEA-202505,,,Fortaleza,CE,81826
CLI001147,B2C,2026-03-30,social pago,SOC-202603,,,Londrina,PR,02585
CLI001148,B2C,2026-03-19,social pago,SOC-202603,,,Piracicaba,SP,61899
CLI001149,B2C,2025-03-29,orgânico,,,,São José dos Campos,SP,94890
CLI001150,B2C,2025-11-02,indicação,,,,Petrópolis,RJ,16457
CLI001151,B2C,2026-05-16,busca paga,SEA-202605,,,Cuiabá,MT,91118
CLI001152,B2C,2025-12-28,busca paga,SEA-202512,,,Vitória,ES,55556
CLI001153,B2C,2025-04-10,orgânico,,,,Bauru,SP,53117
CLI001154,B2C,2025-08-08,social pago,SOC-202508,,,Feira de Santana,BA,01005
CLI001155,B2C,2026-01-18,social pago,SOC-202601,,,Goiânia,GO,76922
CLI001156,B2C,2025-11-15,CRM,,,,Jundiaí,SP,86130
CLI001157,B2C,2025-04-10,orgânico,,,,São Paulo,SP,89918
CLI001158,B2C,2026-06-08,orgânico,,,,Americana,SP,05383
CLI001159,B2C,2025-12-22,CRM,,,,Pouso Alegre,MG,25266
CLI001160,B2C,2025-08-28,orgânico,,,,Pelotas,RS,23254
CLI001161,B2C,2025-01-31,orgânico,,,,Sorocaba,SP,30769
CLI001162,B2C,2025-12-02,CRM,,,,Limeira,SP,92082
CLI001163,B2C,2025-06-04,busca paga,SEA-202506,,,Piracicaba,SP,68640
CLI001164,B2C,2025-03-03,social pago,SOC-202503,,,Sorocaba,SP,94705
CLI001165,B2C,2025-05-02,orgânico,,,,Dourados,MS,06149
CLI001166,B2C,2025-04-22,social pago,SOC-202504,,,Campinas,SP,40507
CLI001167,B2C,2025-02-03,CRM,,,,Londrina,PR,48022
CLI001168,B2C,2025-01-01,orgânico,,,,São Paulo,SP,08243
CLI001169,B2C,2025-12-21,social pago,SOC-202512,,,Ponta Grossa,PR,63165
CLI001170,B2C,2026-05-05,social pago,SOC-202605,,,Recife Mun.,PE,12772
CLI001171,B2C,2025-06-13,indicação,,,,Petrópolis,RJ,15682
CLI001172,B2C,2025-08-10,CRM,,,,São José dos Campos,SP,13396
CLI001173,B2C,2026-04-15,orgânico,,,,Goiânia,GO,56454
CLI001174,B2C,2025-10-01,orgânico,,,,Jundiaí,SP,22225
CLI001175,B2C,2026-04-01,indicação,,,,Uberlândia,MG,98223
CLI001176,B2C,2025-12-24,orgânico,,,,Campinas,SP,69387
CLI001177,B2C,2025-09-10,influenciador,INF-202509,,,Jundiaí,SP,98247
CLI001178,B2C,2025-09-24,orgânico,,,,Cascavel,PR,99768
CLI001179,B2C,2025-09-19,social pago,SOC-202509,,,Niterói,RJ,17121
CLI001180,B2C,2025-10-28,orgânico,,,,Limeira,SP,27106
CLI001181,B2C,2025-05-25,social pago,SOC-202505,,,Sorocaba,SP,42410
CLI001182,B2C,2025-05-06,social pago,SOC-202505,,,Rio de Janeiro,RJ,10375
CLI001183,B2C,2025-12-08,social pago,SOC-202512,,,Uberlândia,MG,46482
CLI001184,B2C,2025-12-09,influenciador,INF-202512,,,Campinas,SP,03825
CLI001185,B2C,2025-01-31,social pago,SOC-202501,,,Jundiaí,SP,02727
CLI001186,B2C,2025-06-28,indicação,,,,Piracicaba,SP,40251
CLI001187,B2C,2025-11-01,social pago,SOC-202511,,,Pouso Alegre,MG,73725
CLI001188,B2C,2025-11-21,social pago,SOC-202511,,,Uberlândia,MG,64032
CLI001189,B2C,2025-07-08,influenciador,INF-202507,,,Bauru Mun.,SP,33620
CLI001190,B2C,2025-04-27,orgânico,,,,Sorocaba,SP,78478
CLI001191,B2C,2025-11-19,busca paga,SEA-202511,,,Ribeirão Preto,SP,71924
CLI001192,B2C,2025-12-01,indicação,,,,Campinas,SP,09046
CLI001193,B2C,2025-10-03,social pago,SOC-202510,,,Bauru,SP,63130
CLI001194,B2C,2026-03-30,busca paga,SEA-202603,,,Caxias do Sul,RS,88501
CLI001195,B2C,2025-06-09,CRM,,,,Jundiaí,SP,36307
CLI001196,B2C,2026-03-02,influenciador,INF-202603,,,Americana,SP,41866
CLI001197,B2C,2025-06-12,CRM,,,,Piracicaba,SP,79920
CLI001198,B2C,2026-01-28,social pago,SOC-202601,,,Americana,SP,73451
CLI001199,B2C,2025-08-17,busca paga,SEA-202508,,,Porto Alegre,RS,17462
CLI001200,B2C,2025-05-05,social pago,SOC-202505,,,Cascavel,PR,53759
CLI001201,B2C,2026-01-31,busca paga,SEA-202601,,,Bauru,SP,44486
CLI001202,B2C,2025-04-03,social pago,SOC-202504,,,Aparecida de Goiânia,GO,97559
CLI001203,B2C,2025-05-11,,SEA-202505,,,São Paulo,SP,95959
CLI001204,B2C,2025-09-01,CRM,,,,Juiz de Fora,MG,36012
CLI001205,B2C,2025-12-17,indicação,,,,Caxias do Sul,RS,26703
CLI001206,B2C,2026-05-18,orgânico,,,,Caucaia,CE,87569
CLI001207,B2C,2026-04-02,busca paga,SEA-202604,,,Curitiba,PR,31044
CLI001208,B2C,2025-11-19,influenciador,INF-202511,,,Jundiaí,SP,25603
CLI001209,B2C,2025-05-08,busca paga,SEA-202505,,,Feira de Santana,BA,60901
CLI001210,B2C,2026-03-18,influenciador,INF-202603,,,Jundiaí,SP,06261
CLI001211,B2C,2026-01-15,indicação,,,,Limeira,SP,06735
CLI001212,B2C,2026-04-03,orgânico,,,,Feira de Santana,BA,14905
CLI001213,B2C,2025-06-11,orgânico,,,,Ananindeua,PA,82734
CLI001214,B2C,2025-11-18,indicação,,,,Aparecida de Goiânia,GO,69786
CLI001215,B2C,2025-12-23,social pago,SOC-202512,,,Cascavel,PR,41525
CLI001216,B2C,2026-05-27,influenciador,INF-202605,,,Piracicaba,SP,52615
CLI001217,B2C,2026-05-12,social pago,SOC-202605,,,Feira de Santana,BA,80849
CLI001218,B2C,2025-05-03,CRM,,,,Belo Horizonte,MG,69821
CLI001219,B2C,2025-11-21,busca paga,SEA-202511,,,Curitiba,PR,02892
CLI001220,B2C,2025-03-14,influenciador,INF-202503,,,Cascavel,PR,48588
CLI001221,B2C,2025-02-14,orgânico,,,,Niterói,RJ,64578
CLI001222,B2C,2025-03-02,social pago,SOC-202503,,,Ribeirão Preto,SP,72884
CLI001223,B2C,2025-08-10,influenciador,INF-202508,,,Campinas,SP,49581
CLI001224,B2C,2026-04-19,influenciador,INF-202604,,,Niterói,RJ,85788
CLI001225,B2C,2025-03-03,busca paga,SEA-202503,,,Goiânia,GO,47033
CLI001226,B2C,2025-05-26,orgânico,,,,Salvador,BA,74216
CLI001227,B2C,2025-05-21,social pago,SOC-202505,,,Limeira,SP,32660
CLI001228,B2C,2025-10-26,social pago,SOC-202510,,,Americana,SP,04490
CLI001229,B2C,2025-02-28,orgânico,,,,Campinas,SP,90518
CLI001230,B2C,2025-08-18,busca paga,SEA-202508,,,Joinville,SC,95758
CLI001231,B2C,2026-05-08,CRM,,,,Ribeirão Preto,SP,18573
CLI001232,B2C,2025-03-26,busca paga,SEA-202503,,,Americana,SP,85349
CLI001233,B2C,2025-10-04,busca paga,SEA-202510,,,Limeira,SP,19496
CLI001234,B2C,2025-06-04,indicação,,,,Americana,SP,23206
CLI001235,B2C,2025-09-24,social pago,SOC-202509,,,Pouso Alegre,MG,04357
CLI001236,B2C,2025-11-23,orgânico,,,,Ribeirão Preto,SP,79133
CLI001237,B2C,2025-06-29,indicação,,,,Limeira,SP,26170
CLI001238,B2C,2026-05-21,social pago,SOC-202605,,,Volta Redonda.,RJ,53425
CLI001239,B2C,2025-03-14,busca paga,SEA-202503,,,Piracicaba.,SP,20958
CLI001240,B2C,2025-03-23,orgânico,,,,Porto Alegre,RS,69635
CLI001241,B2C,2025-10-16,orgânico,,,,São Paulo,SP,62247
CLI001242,B2C,2025-06-02,busca paga,SEA-202506,,,Serra,ES,41715
CLI001243,B2C,2025-10-06,social pago,SOC-202510,,,Maringá,PR,03155
CLI001244,B2C,2025-05-03,orgânico,,,,Uberlândia,MG,68292
CLI001245,B2C,2025-11-13,orgânico,,,,Sorocaba,SP,43179
CLI001246,B2C,2025-08-01,orgânico,,,,Americana,SP,32510
CLI001247,B2C,2026-01-12,influenciador,INF-202601,,,Londrina.,PR,67458
CLI001248,B2C,2026-05-13,social pago,SOC-202605,,,Campinas,SP,63231
CLI001249,B2C,2025-10-23,orgânico,,,,Jundiaí,SP,28552
CLI001250,B2C,2025-01-06,busca paga,SEA-202501,,,Campinas,SP,99138
CLI001251,B2C,2026-01-15,,SOC-202601,,,Uberlândia,MG,96453
CLI001252,B2C,2025-06-23,social pago,SOC-202506,,,Sorocaba,SP,91209
CLI001253,B2C,2026-02-08,social pago,SOC-202602,,,Londrina,PR,33803
CLI001254,B2C,2025-01-19,indicação,,,,Pouso Alegre,MG,32506
CLI001255,B2C,2026-03-30,busca paga,SEA-202603,,,Londrina,PR,14534
CLI001256,B2C,2026-05-09,influenciador,INF-202605,,,Porto Alegre,RS,09337
CLI001257,B2C,2026-03-12,,INF-202603,,,Volta Redonda,RJ,54194
CLI001258,B2C,2026-04-21,indicação,,,,São José dos Campos,SP,67822
CLI001259,B2C,2025-11-28,indicação,,,,Piracicaba,SP,82312
CLI001260,B2C,2026-04-17,,SEA-202604,,,Bauru,SP,69718
CLI001261,B2C,2025-04-13,,INF-202504,,,Limeira,SP,62494
CLI001262,B2C,2025-05-23,,,,,Porto Alegre,RS,51082
CLI001263,B2C,2026-01-25,orgânico,,,,Piracicaba,SP,67837
CLI001264,B2C,2025-08-15,orgânico,,,,Sorocaba,SP,67235
CLI001265,B2C,2025-04-20,social pago,SOC-202504,,,Americana,SP,48366
CLI001266,B2C,2025-05-07,orgânico,,,,Ribeirão Preto,SP,32042
CLI001267,B2C,2025-03-29,busca paga,SEA-202503,,,Chapecó,SC,84885
CLI001268,B2C,2025-01-09,influenciador,INF-202501,,,Uberlândia,MG,56421
CLI001269,B2C,2025-10-01,orgânico,,,,Ribeirão Preto,SP,76217
CLI001270,B2C,2026-05-08,social pago,SOC-202605,,,Limeira,SP,58764
CLI001271,B2C,2026-01-24,orgânico,,,,Uberaba,MG,90127
CLI001272,B2C,2025-02-04,busca paga,SEA-202502,,,Pouso Alegre,MG,42045
CLI001273,B2C,2026-05-31,orgânico,,,,Recife,PE,99233
CLI001274,B2C,2025-01-11,busca paga,SEA-202501,,,Cascavel,PR,64382
CLI001275,B2C,2025-04-24,orgânico,,,,Jundiaí,SP,02151
CLI001276,B2C,2025-04-23,busca paga,SEA-202504,,,São Paulo,SP,95634
CLI001277,B2C,2025-08-06,social pago,SOC-202508,,,Americana,SP,44998
CLI001278,B2C,2026-01-22,influenciador,INF-202601,,,São José dos Campos Mun.,SP,36106
CLI001279,B2C,2026-04-12,social pago,SOC-202604,,,Ribeirão Preto,SP,11353
CLI001280,B2C,2025-10-23,orgânico,,,,Blumenau,SC,02855
CLI001281,B2C,2025-10-12,CRM,,,,Jundiaí,SP,95569
CLI001282,B2C,2026-02-26,social pago,SOC-202602,,,Blumenau,SC,44388
CLI001283,B2C,2025-12-14,busca paga,SEA-202512,,,Ribeirão Preto,SP,91453
CLI001284,B2C,2025-08-24,orgânico,,,,Porto Alegre,RS,39493
CLI001285,B2C,2025-08-31,,SOC-202508,,,Uberaba,MG,42387
CLI001286,B2C,2026-04-18,busca paga,SEA-202604,,,Ribeirão Preto,SP,50421
CLI001287,B2C,2026-04-17,social pago,SOC-202604,,,Vila Velh,ES,49607
CLI001288,B2C,2025-03-26,,SEA-202503,,,Juiz de Fora,MG,53144
CLI001289,B2C,2025-10-04,busca paga,SEA-202510,,,Campinas,SP,84934
CLI001290,B2C,2026-06-06,busca paga,SEA-202606,,,São José dos Campos,SP,09810
CLI001291,B2C,2025-08-12,busca paga,SEA-202508,,,Sorocaba,SP,77462
CLI001292,B2C,2025-01-18,busca paga,SEA-202501,,,Salvador Mun.,BA,88937
CLI001293,B2C,2025-10-14,orgânico,,,,Jaboatão dos Guararapes,PE,35560
CLI001294,B2C,2025-01-31,orgânico,,,,São Paulo,SP,05715
CLI001295,B2C,2025-03-11,busca paga,SEA-202503,,,São José dos Campos,SP,71418
CLI001296,B2C,2025-08-01,social pago,SOC-202508,,,Belo Horizont,MG,16766
CLI001297,B2C,2025-01-13,busca paga,SEA-202501,,,Belo Horizonte,MG,32319
CLI001298,B2C,2025-10-30,busca paga,SEA-202510,,,Bauru,SP,95292
CLI001299,B2C,2025-04-03,indicação,,,,Campinas,SP,19288
CLI001300,B2C,2025-07-08,orgânico,,,,Piracicaba,SP,38504
CLI001301,B2C,2025-07-15,influenciador,INF-202507,,,Limeira,SP,76025
CLI001302,B2C,2025-03-14,busca paga,SEA-202503,,,Piracicaba,SP,95440
CLI001303,B2C,2025-08-19,busca paga,SEA-202508,,,Caruaru,PE,66897
CLI001304,B2C,2025-06-13,orgânico,,,,Vitória da Conquista,BA,61949
CLI001305,B2C,2025-05-03,influenciador,INF-202505,,,Londrina,PR,72232
CLI001306,B2C,2025-12-29,orgânico,,,,Uberlândia,MG,44543
CLI001307,B2C,2026-03-27,busca paga,SEA-202603,,,Anápolis,GO,93915
CLI001308,B2C,2025-09-29,social pago,SOC-202509,,,Ribeirão Preto,SP,97681
CLI001309,B2C,2025-10-05,orgânico,,,,Piracicaba,SP,76034
CLI001310,B2C,2025-08-12,orgânico,,,,Ponta Grossa.,PR,84895
CLI001311,B2C,2025-11-19,orgânico,,,,Cascavel,PR,38001
CLI001312,B2C,2025-06-04,busca paga,SEA-202506,,,Rondonópolis,MT,77348
CLI001313,B2C,2025-11-03,social pago,SOC-202511,,,Aparecida de Goiânia,GO,40926
CLI001314,B2C,2025-01-15,influenciador,INF-202501,,,São Paul,SP,13751
CLI001315,B2C,2025-12-27,indicação,,,,Canoas,RS,54770
CLI001316,B2C,2025-06-06,orgânico,,,,Ribeirão Preto,SP,15998
CLI001317,B2C,2025-09-26,social pago,SOC-202509,,,Blumenau,SC,62181
CLI001318,B2C,2026-02-20,influenciador,INF-202602,,,Londrina,PR,89357
CLI001319,B2C,2026-04-26,busca paga,SEA-202604,,,Florianópolis,SC,43032
CLI001320,B2C,2025-02-22,social pago,SOC-202502,,,Ribeirão Preto,SP,14060
CLI001321,B2C,2025-10-08,,,,,Rio de Janeiro,RJ,04833
CLI001322,B2C,2025-05-01,busca paga,SEA-202505,,,Limeira,SP,31151
CLI001323,B2C,2026-03-20,social pago,SOC-202603,,,Joinville,SC,99779
CLI001324,B2C,2026-02-18,CRM,,,,Contagem,MG,35729
CLI001325,B2C,2025-11-08,CRM,,,,Sorocaba,SP,83408
CLI001326,B2C,2025-10-13,orgânico,,,,Americana,SP,17972
CLI001327,B2C,2025-03-10,orgânico,,,,Volta Redonda,RJ,47650
CLI001328,B2C,2025-10-10,orgânico,,,,Chapecó,SC,41512
CLI001329,B2C,2025-10-08,orgânico,,,,Americana,SP,28203
CLI001330,B2C,2026-05-16,busca paga,SEA-202605,,,Piracicaba.,SP,95842
CLI001331,B2C,2025-04-21,,,,,Petrópolis,RJ,01757
CLI001332,B2C,2025-10-01,influenciador,INF-202510,,,Sorocaba,SP,74978
CLI001333,B2C,2026-02-27,influenciador,INF-202602,,,Uberlândia,MG,19402
CLI001334,B2C,2026-02-11,orgânico,,,,Belo Horizonte,MG,45098
CLI001335,B2C,2026-02-18,busca paga,SEA-202602,,,Piracicaba,SP,64137
CLI001336,B2C,2026-03-15,social pago,SOC-202603,,,Bauru,SP,45154
CLI001337,B2C,2026-05-17,orgânico,,,,Uberaba,MG,65037
CLI001338,B2C,2025-12-20,orgânico,,,,Rio de Janeiro,RJ,36190
CLI001339,B2C,2026-05-17,social pago,SOC-202605,,,Uberlândia,MG,19743
CLI001340,B2C,2025-12-13,indicação,,,,Salvador,BA,26089
CLI001341,B2C,2025-10-03,social pago,SOC-202510,,,Limeira,SP,93696
CLI001342,B2C,2025-09-08,CRM,,,,Londrina,PR,53186
CLI001343,B2C,2025-01-18,orgânico,,,,Pouso Alegre,MG,78035
CLI001344,B2C,2026-03-01,busca paga,SEA-202603,,,Ribeirão Preto,SP,27304
CLI001345,B2C,2025-01-23,social pago,SOC-202501,,,Sorocaba,SP,12022
CLI001346,B2C,2025-01-14,orgânico,,,,Pelotas,RS,91446
CLI001347,B2C,2026-04-28,influenciador,INF-202604,,,Belo Horizonte,MG,32783
CLI001348,B2C,2025-04-22,busca paga,SEA-202504,,,Petrópolis,RJ,01840
CLI001349,B2C,2025-09-27,indicação,,,,Bauru,SP,43472
CLI001350,B2C,2025-02-05,influenciador,INF-202502,,,Cuiabá,MT,77787
CLI001351,B2C,2025-06-02,busca paga,SEA-202506,,,Maringá,PR,03456
CLI001352,B2C,2025-09-03,social pago,SOC-202509,,,Limeira,SP,46953
CLI001353,B2C,2026-05-09,influenciador,INF-202605,,,Americana,SP,19490
CLI001354,B2C,2026-03-23,orgânico,,,,Porto Alegre,RS,53485
CLI001355,B2C,2025-09-30,social pago,SOC-202509,,,Salvador,BA,71974
CLI001356,B2C,2025-04-02,,,,,Feira de Santana,BA,30149
CLI001357,B2C,2025-08-09,orgânico,,,,Florianópolis,SC,25991
CLI001358,B2C,2025-12-24,orgânico,,,,Pelotas,RS,37617
CLI001359,B2C,2025-12-04,indicação,,,,Sorocaba,SP,42173
CLI001360,B2C,2025-11-29,orgânico,,,,Rio de Janeiro,RJ,55930
CLI001361,B2C,2026-03-07,orgânico,,,,Pouso Alegre Mun.,MG,18731
CLI001362,B2C,2026-01-23,influenciador,INF-202601,,,Florianópolis,SC,91960
CLI001363,B2C,2026-01-26,busca paga,SEA-202601,,,Chapecó,SC,23828
CLI001364,B2C,2026-06-05,indicação,,,,São José dos Campos,SP,23320
CLI001365,B2C,2025-03-29,orgânico,,,,Campinas,SP,54613
CLI001366,B2C,2025-05-19,orgânico,,,,Caruaru,PE,94754
CLI001367,B2C,2026-06-02,busca paga,SEA-202606,,,Vila Velha,ES,30318
CLI001368,B2C,2026-03-27,indicação,,,,Piracicaba,SP,83714
CLI001369,B2C,2025-07-15,indicação,,,,Joinville,SC,09158
CLI001370,B2C,2026-05-05,social pago,SOC-202605,,,Bauru,SP,66753
CLI001371,B2C,2025-01-02,indicação,,,,Ribeirão Preto,SP,50236
CLI001372,B2C,2025-02-09,CRM,,,,Americana,SP,67979
CLI001373,B2C,2025-03-10,social pago,SOC-202503,,,São José dos Campos,SP,29348
CLI001374,B2C,2026-02-14,influenciador,INF-202602,,,Campo Grande,MS,05183
CLI001375,B2C,2025-02-25,indicação,,,,Campinas,SP,40093
CLI001376,B2C,2026-01-27,influenciador,INF-202601,,,São Paulo,SP,28344
CLI001377,B2C,2026-04-13,busca paga,SEA-202604,,,Londrina,PR,52702
CLI001378,B2C,2025-04-16,orgânico,,,,Campinas,SP,24921
CLI001379,B2C,2025-01-17,orgânico,,,,Caxias do Sul,RS,43265
CLI001380,B2C,2025-03-28,indicação,,,,Americana.,SP,32579
CLI001381,B2C,2026-06-04,indicação,,,,Americana,SP,25223
CLI001382,B2C,2025-06-10,influenciador,INF-202506,,,Joinville,SC,83376
CLI001383,B2C,2025-07-07,indicação,,,,Jundiaí,SP,74481
CLI001384,B2C,2025-04-26,orgânico,,,,Campinas Mun.,SP,54700
CLI001385,B2C,2025-06-18,orgânico,,,,Goiânia,GO,08138
CLI001386,B2C,2025-12-28,orgânico,,,,Jaboatão dos Guararapes,PE,22050
CLI001387,B2C,2025-07-26,influenciador,INF-202507,,,Brasília,DF,45166
CLI001388,B2C,2025-12-17,orgânico,,,,Ponta Grossa,PR,88618
CLI001389,B2C,2025-12-18,,,,,Bauru,SP,86231
CLI001390,B2C,2025-12-02,orgânico,,,,São Paulo,SP,25755
CLI001391,B2C,2026-06-12,social pago,SOC-202606,,,Volta Redonda,RJ,92856
CLI001392,B2C,2025-06-08,orgânico,,,,São Paulo,SP,74422
CLI001393,B2C,2025-03-16,indicação,,,,Limeira,SP,35725
CLI001394,B2C,2025-09-13,busca paga,SEA-202509,,,Londrina,PR,45820
CLI001395,B2C,2025-04-08,social pago,SOC-202504,,,Cascavel,PR,94503
CLI001396,B2C,2025-03-26,orgânico,,,,Petrópolis,RJ,29073
CLI001397,B2C,2025-11-23,indicação,,,,Pelotas,RS,86028
CLI001398,B2C,2025-02-11,CRM,,,,Ribeirão Preto,SP,64319
CLI001399,B2C,2025-08-05,orgânico,,,,Ribeirão Preto,SP,34639
CLI001400,B2C,2026-05-03,CRM,,,,Contagem,MG,90927
CLI001401,B2C,2025-11-18,influenciador,INF-202511,,,Fortaleza,CE,08037
CLI001402,B2C,2025-01-19,busca paga,SEA-202501,,,Sorocab,SP,74659
CLI001403,B2C,2025-10-11,,,,,Bauru,SP,99098
CLI001404,B2C,2026-05-09,social pago,SOC-202605,,,Aparecida de Goiânia,GO,52599
CLI001405,B2C,2026-01-10,social pago,SOC-202601,,,Ponta Grossa,PR,53764
CLI001406,B2C,2026-02-20,orgânico,,,,Juiz de Fora,MG,06800
CLI001407,B2C,2025-12-24,indicação,,,,Curitiba,PR,81491
CLI001408,B2C,2025-04-23,indicação,,,,Maringá,PR,37780
CLI001409,B2C,2026-04-26,influenciador,INF-202604,,,Joinville,SC,67403
CLI001410,B2C,2026-05-23,busca paga,SEA-202605,,,Rio de Janeiro,RJ,11045
CLI001411,B2C,2025-10-11,orgânico,,,,Caxias do Sul,RS,88228
CLI001412,B2C,2025-12-02,social pago,SOC-202512,,,Campinas,SP,40992
CLI001413,B2C,2026-02-02,influenciador,INF-202602,,,Juiz de Fora,MG,49169
CLI001414,B2C,2026-04-30,busca paga,SEA-202604,,,Porto Alegre,RS,94040
CLI001415,B2C,2025-01-26,social pago,SOC-202501,,,Salvador,BA,09065
CLI001416,B2C,2026-02-16,influenciador,INF-202602,,,Jundiaí,SP,16478
CLI001417,B2C,2025-06-23,CRM,,,,Piracicaba,SP,80663
CLI001418,B2C,2025-03-24,busca paga,SEA-202503,,,Sorocaba,SP,05749
CLI001419,B2C,2025-01-07,influenciador,INF-202501,,,São Paulo,SP,71218
CLI001420,B2C,2026-03-21,orgânico,,,,Piracicaba,SP,81635
CLI001421,B2C,2026-01-30,orgânico,,,,Ribeirão Preto,SP,46961
CLI001422,B2C,2025-11-29,busca paga,SEA-202511,,,Americana,SP,79308
CLI001423,B2C,2026-05-19,social pago,SOC-202605,,,São Paulo,SP,22381
CLI001424,B2C,2026-05-21,influenciador,INF-202605,,,Limeir,SP,39043
CLI001425,B2C,2025-07-11,busca paga,SEA-202507,,,Uberaba,MG,52959
CLI001426,B2C,2025-12-14,CRM,,,,Ribeirão Preto,SP,51811
CLI001427,B2C,2026-05-07,social pago,SOC-202605,,,Caxias do Sul,RS,45703
CLI001428,B2C,2026-04-03,social pago,SOC-202604,,,Limeira,SP,78413
CLI001429,B2C,2025-05-08,busca paga,SEA-202505,,,Londrina,PR,12403
CLI001430,B2C,2025-05-02,CRM,,,,Anápolis,GO,57389
CLI001431,B2C,2026-02-16,social pago,SOC-202602,,,Limeira,SP,99693
CLI001432,B2C,2025-02-14,orgânico,,,,Limeira,SP,27834
CLI001433,B2C,2025-08-12,orgânico,,,,Santarém.,PA,03085
CLI001434,B2C,2026-03-20,busca paga,SEA-202603,,,Bauru,SP,61268
CLI001435,B2C,2025-07-07,social pago,SOC-202507,,,Campinas,SP,47302
CLI001436,B2C,2025-01-21,orgânico,,,,Contagem,MG,30157
CLI001437,B2C,2025-09-20,orgânico,,,,Campinas,SP,56987
CLI001438,B2C,2026-05-15,social pago,SOC-202605,,,Volta Redonda,RJ,27035
CLI001439,B2C,2025-02-12,busca paga,SEA-202502,,,Americana,SP,28255
CLI001440,B2C,2025-05-15,social pago,SOC-202505,,,Porto Alegre,RS,13232
CLI001441,B2C,2026-02-19,,INF-202602,,,Londrina,PR,88125
CLI001442,B2C,2025-02-09,social pago,SOC-202502,,,Canoas,RS,51165
CLI001443,B2C,2025-09-08,,SOC-202509,,,Belé,PA,68039
CLI001444,B2C,2026-01-21,orgânico,,,,Rondonópolis,MT,68618
CLI001445,B2C,2025-08-26,orgânico,,,,Contagem,MG,56183
CLI001446,B2C,2025-03-16,social pago,SOC-202503,,,Salvador,BA,64446
CLI001447,B2C,2025-09-21,indicação,,,,Pouso Alegre,MG,30210
CLI001448,B2C,2026-06-08,social pago,SOC-202606,,,Juiz de For,MG,56593
CLI001449,B2C,2025-04-11,social pago,SOC-202504,,,Volta Redonda.,RJ,25336
CLI001450,B2C,2026-06-06,indicação,,,,Volta Redonda,RJ,74969
CLI001451,B2C,2025-06-01,indicação,,,,Recife,PE,23558
CLI001452,B2C,2025-01-04,busca paga,SEA-202501,,,Contagem,MG,14207
CLI001453,B2C,2026-04-24,influenciador,INF-202604,,,Campinas,SP,27776
CLI001454,B2C,2025-07-22,busca paga,SEA-202507,,,São Paulo,SP,36517
CLI001455,B2C,2026-03-29,social pago,SOC-202603,,,Niterói,RJ,58857
CLI001456,B2C,2025-06-15,indicação,,,,Vitória da Conquista,BA,62402
CLI001457,B2C,2025-06-06,CRM,,,,Joinville,SC,83032
CLI001458,B2C,2026-03-21,busca paga,SEA-202603,,,Piracicaba,SP,85285
CLI001459,B2C,2025-04-29,indicação,,,,Fortaleza,CE,87992
CLI001460,B2C,2026-01-03,influenciador,INF-202601,,,Sorocaba,SP,72081
CLI001461,B2C,2025-01-07,CRM,,,,Americana,SP,99899
CLI001462,B2C,2025-09-20,social pago,SOC-202509,,,Pouso Alegre,MG,71578
CLI001463,B2C,2026-05-29,social pago,SOC-202605,,,São Paulo,SP,89287
CLI001464,B2C,2025-01-04,social pago,SOC-202501,,,Porto Alegre.,RS,89948
CLI001465,B2C,2025-10-12,influenciador,,,,Feira de Santana,BA,61018
CLI001466,B2C,2025-12-30,indicação,,,,Bauru,SP,21946
CLI001467,B2C,2026-05-31,influenciador,INF-202605,,,Campinas,SP,73905
CLI001468,B2C,2025-11-20,busca paga,SEA-202511,,,Fortaleza,CE,68305
CLI001469,B2C,2025-05-22,CRM,,,,Vila Velha,ES,97251
CLI001470,B2C,2025-04-18,orgânico,,,,Caucaia.,CE,70063
CLI001471,B2C,2025-11-05,social pago,SOC-202511,,,Bauru,SP,37085
CLI001472,B2C,2025-04-30,social pago,SOC-202504,,,Goiânia,GO,13467
CLI001473,B2C,2025-01-27,orgânico,,,,Bauru,SP,10305
CLI001474,B2C,2026-04-21,,SOC-202604,,,Piracicab,SP,14393
CLI001475,B2C,2026-05-24,busca paga,SEA-202605,,,Ribeirão Preto Mun.,SP,12092
CLI001476,B2C,2025-07-07,busca paga,SEA-202507,,,Maring,PR,73854
CLI001477,B2C,2026-04-22,social pago,SOC-202604,,,São Paulo,SP,51949
